Flight_Distance,Dep_Arr_Time_Convenient,Departure_Delay_Minutes,Arrival_Delay_Minutes,Overall_Satisfaction
373,2,0,0,neutral or dissatisfied
125,2,8,107,neutral or dissatisfied
3252,2,0,4,satisfied
680,4,54,18,neutral or dissatisfied
794,3,0,13,neutral or dissatisfied
684,2,0,1,satisfied
3345,1,27,22,satisfied
1235,0,0,0,satisfied
862,3,9,25,satisfied
594,2,0,0,neutral or dissatisfied
528,3,0,0,neutral or dissatisfied
907,4,9,8,satisfied
109,3,0,0,satisfied
328,4,20,15,neutral or dissatisfied
507,2,0,0,neutral or dissatisfied
1075,4,15,6,satisfied
333,5,0,0,neutral or dissatisfied
507,3,16,7,neutral or dissatisfied
447,4,0,0,neutral or dissatisfied
2295,5,4,16,neutral or dissatisfied
526,4,0,0,neutral or dissatisfied
2565,3,88,42,neutral or dissatisfied
2565,3,87,57,neutral or dissatisfied
675,4,6,0,neutral or dissatisfied
1124,5,3,8,satisfied
770,4,0,0,neutral or dissatisfied
2218,5,0,1,satisfied
2463,2,0,0,satisfied
1547,3,1,0,satisfied
266,5,0,0,neutral or dissatisfied
100,4,0,0,satisfied
3766,3,20,16,neutral or dissatisfied
229,3,21,42,satisfied
405,5,0,0,satisfied
1448,3,0,0,neutral or dissatisfied
306,5,3,18,neutral or dissatisfied
1011,5,7,7,satisfied
216,4,11,12,neutral or dissatisfied
125,3,0,0,neutral or dissatisfied
550,4,0,0,neutral or dissatisfied
406,4,82,91,neutral or dissatisfied
402,5,5,0,neutral or dissatisfied
787,1,18,22,neutral or dissatisfied
2923,1,9,0,neutral or dissatisfied
160,5,0,13,neutral or dissatisfied
422,5,0,0,satisfied
641,5,0,12,neutral or dissatisfied
861,4,6,0,neutral or dissatisfied
3358,2,15,4,satisfied
409,2,0,0,satisfied
645,0,2,8,neutral or dissatisfied
447,5,0,0,satisfied
2078,4,9,1,satisfied
2075,2,0,0,neutral or dissatisfied
341,4,15,0,neutral or dissatisfied
4502,4,0,0,neutral or dissatisfied
3662,3,28,52,neutral or dissatisfied
1276,3,12,10,neutral or dissatisfied
972,2,0,0,neutral or dissatisfied
4502,2,6,0,satisfied
867,4,0,0,neutral or dissatisfied
319,4,0,0,satisfied
529,4,5,0,neutral or dissatisfied
453,3,17,8,satisfied
647,1,54,40,neutral or dissatisfied
2614,4,0,0,satisfied
1916,3,13,19,satisfied
181,2,0,0,satisfied
236,4,1,13,neutral or dissatisfied
679,5,1,0,neutral or dissatisfied
188,5,0,0,satisfied
2651,3,0,0,satisfied
1874,5,2,19,satisfied
436,2,0,10,satisfied
748,4,0,0,neutral or dissatisfied
163,5,0,0,satisfied
2329,5,0,16,neutral or dissatisfied
2417,3,74,90,satisfied
194,3,0,3,neutral or dissatisfied
2475,2,0,0,neutral or dissatisfied
226,3,0,5,neutral or dissatisfied
867,3,47,48,satisfied
391,2,39,48,satisfied
728,2,0,0,neutral or dissatisfied
296,4,2,0,neutral or dissatisfied
145,5,0,0,neutral or dissatisfied
3200,3,0,0,satisfied
405,4,0,0,neutral or dissatisfied
321,0,167,154,satisfied
922,4,27,35,neutral or dissatisfied
209,3,0,0,neutral or dissatisfied
1269,4,44,37,satisfied
3637,2,91,88,satisfied
936,5,12,2,neutral or dissatisfied
3101,4,0,0,satisfied
426,4,32,42,neutral or dissatisfied
395,5,0,0,satisfied
1071,1,0,0,satisfied
2402,1,0,0,satisfied
677,3,0,0,neutral or dissatisfied
2732,3,0,0,satisfied
3085,4,0,0,satisfied
1281,3,54,39,neutral or dissatisfied
239,4,2,0,satisfied
1448,4,5,0,neutral or dissatisfied
1874,4,33,27,satisfied
2425,5,21,0,neutral or dissatisfied
3509,4,0,0,satisfied
374,0,0,0,neutral or dissatisfied
441,2,0,0,neutral or dissatisfied
2300,5,0,0,satisfied
130,2,3,2,satisfied
3700,4,13,0,satisfied
2356,1,4,0,satisfied
409,4,5,0,neutral or dissatisfied
448,1,26,28,neutral or dissatisfied
550,0,7,0,neutral or dissatisfied
1838,4,4,0,satisfied
370,0,24,12,neutral or dissatisfied
413,2,0,0,neutral or dissatisfied
447,4,0,0,neutral or dissatisfied
802,3,35,34,satisfied
2524,4,0,0,satisfied
3801,0,7,7,satisfied
493,2,0,0,neutral or dissatisfied
641,4,8,5,neutral or dissatisfied
1056,1,6,24,neutral or dissatisfied
216,5,0,0,satisfied
986,2,0,0,neutral or dissatisfied
258,3,10,3,satisfied
170,1,0,0,satisfied
1491,4,0,0,satisfied
1533,4,0,0,neutral or dissatisfied
1715,4,1,0,satisfied
1021,2,0,0,neutral or dissatisfied
2235,3,0,0,satisfied
1947,4,0,0,neutral or dissatisfied
541,4,0,0,neutral or dissatisfied
399,3,0,0,satisfied
2419,3,0,0,neutral or dissatisfied
2642,4,31,25,neutral or dissatisfied
395,2,195,203,neutral or dissatisfied
1010,1,5,0,neutral or dissatisfied
546,4,5,22,neutral or dissatisfied
110,1,0,16,neutral or dissatisfied
402,2,0,0,satisfied
3771,5,24,17,satisfied
1144,3,0,12,neutral or dissatisfied
3255,5,4,2,neutral or dissatisfied
86,2,16,5,neutral or dissatisfied
370,5,0,0,neutral or dissatisfied
526,0,0,0,neutral or dissatisfied
329,0,0,0,satisfied
689,5,0,5,satisfied
3460,5,0,0,satisfied
351,3,17,13,neutral or dissatisfied
1522,2,10,9,satisfied
991,5,0,15,neutral or dissatisfied
191,5,41,36,neutral or dissatisfied
387,5,9,10,neutral or dissatisfied
872,4,0,2,neutral or dissatisfied
529,1,0,0,neutral or dissatisfied
1170,1,0,0,neutral or dissatisfied
3164,2,0,5,neutral or dissatisfied
197,3,0,2,neutral or dissatisfied
1158,4,0,0,satisfied
895,5,2,11,neutral or dissatisfied
67,4,31,61,neutral or dissatisfied
3058,4,6,0,satisfied
382,4,0,0,satisfied
2446,2,0,0,neutral or dissatisfied
456,3,40,32,neutral or dissatisfied
277,0,18,12,neutral or dissatisfied
1448,2,57,37,satisfied
591,3,0,0,neutral or dissatisfied
1656,3,20,11,neutral or dissatisfied
110,4,0,20,neutral or dissatisfied
1506,5,10,0,satisfied
1841,0,87,90,satisfied
1916,4,28,41,satisfied
937,2,0,2,satisfied
909,5,0,0,satisfied
695,4,0,4,neutral or dissatisfied
3122,5,7,11,satisfied
2402,2,4,0,satisfied
1815,3,0,0,satisfied
1426,4,0,0,neutral or dissatisfied
1744,3,0,0,satisfied
1075,4,13,38,neutral or dissatisfied
776,4,2,0,neutral or dissatisfied
1346,1,0,13,satisfied
845,4,0,0,neutral or dissatisfied
468,2,243,262,neutral or dissatisfied
590,2,0,0,neutral or dissatisfied
946,0,0,0,satisfied
1464,4,0,0,neutral or dissatisfied
247,5,4,2,neutral or dissatisfied
772,4,27,32,neutral or dissatisfied
370,1,9,2,neutral or dissatisfied
2807,5,0,0,satisfied
293,5,9,9,satisfied
2505,4,344,319,satisfied
1342,4,0,7,satisfied
209,4,0,15,neutral or dissatisfied
3320,5,0,0,satisfied
192,5,114,97,neutral or dissatisfied
3471,1,40,40,satisfied
1464,4,0,6,neutral or dissatisfied
3819,5,5,16,neutral or dissatisfied
3114,2,5,7,satisfied
1107,2,30,55,neutral or dissatisfied
680,1,0,4,satisfied
1709,4,0,0,satisfied
2076,5,0,0,satisfied
2661,5,6,8,neutral or dissatisfied
2515,4,0,5,satisfied
725,3,14,17,neutral or dissatisfied
1190,1,21,0,satisfied
463,4,48,62,neutral or dissatisfied
549,3,0,0,satisfied
488,5,40,26,neutral or dissatisfied
1911,5,0,0,satisfied
919,4,2,0,satisfied
692,4,0,11,neutral or dissatisfied
547,4,101,86,satisfied
821,4,0,0,satisfied
3734,2,0,0,neutral or dissatisfied
2350,4,0,0,satisfied
1489,2,0,0,satisfied
550,2,72,69,neutral or dissatisfied
1642,4,0,0,neutral or dissatisfied
2565,1,0,0,satisfied
867,5,0,0,satisfied
622,4,0,0,neutral or dissatisfied
642,5,7,11,neutral or dissatisfied
3959,4,0,0,satisfied
500,3,0,8,satisfied
765,4,0,0,neutral or dissatisfied
200,0,0,0,neutral or dissatisfied
1691,2,0,11,neutral or dissatisfied
2762,0,12,0,neutral or dissatisfied
399,5,0,0,neutral or dissatisfied
1076,4,12,0,satisfied
1041,4,0,0,neutral or dissatisfied
1121,3,11,0,neutral or dissatisfied
1158,3,49,40,neutral or dissatisfied
2475,3,0,0,neutral or dissatisfied
1013,3,0,0,satisfied
282,0,0,0,satisfied
1005,4,0,0,neutral or dissatisfied
106,3,0,1,satisfied
1084,2,70,75,satisfied
416,4,0,0,neutral or dissatisfied
2293,2,0,0,satisfied
3068,2,0,0,satisfied
3855,4,0,0,satisfied
554,2,0,0,satisfied
934,5,0,0,neutral or dissatisfied
134,1,0,0,neutral or dissatisfied
2709,4,0,0,satisfied
2586,1,0,0,satisfied
147,5,0,0,neutral or dissatisfied
1447,2,17,3,neutral or dissatisfied
563,2,45,40,satisfied
156,3,0,0,neutral or dissatisfied
612,2,26,35,neutral or dissatisfied
3285,5,0,6,satisfied
2083,3,62,63,neutral or dissatisfied
607,4,79,82,neutral or dissatisfied
2677,5,0,0,satisfied
297,0,0,0,satisfied
641,4,0,20,satisfied
1779,5,27,17,neutral or dissatisfied
2565,1,0,0,satisfied
925,3,0,0,satisfied
198,3,0,12,neutral or dissatisfied
337,2,0,5,neutral or dissatisfied
3095,5,0,5,satisfied
2615,3,50,33,neutral or dissatisfied
342,2,2,0,neutral or dissatisfied
3016,4,0,0,satisfied
1091,1,18,0,neutral or dissatisfied
397,5,3,0,neutral or dissatisfied
341,2,0,16,neutral or dissatisfied
1481,2,0,0,satisfied
3067,1,0,0,neutral or dissatisfied
237,2,0,0,neutral or dissatisfied
2278,5,29,62,satisfied
1379,5,0,0,neutral or dissatisfied
972,2,68,50,neutral or dissatisfied
909,5,0,0,satisfied
127,5,0,0,neutral or dissatisfied
462,4,0,0,neutral or dissatisfied
640,3,0,2,neutral or dissatisfied
925,5,76,91,satisfied
239,4,0,0,neutral or dissatisfied
602,1,0,0,satisfied
1541,5,0,0,satisfied
1739,5,7,2,satisfied
328,0,0,0,neutral or dissatisfied
158,5,0,0,satisfied
226,5,7,2,satisfied
3015,1,25,13,satisfied
226,0,0,0,satisfied
626,4,0,0,neutral or dissatisfied
2586,3,0,0,satisfied
846,5,8,0,neutral or dissatisfied
409,2,108,114,neutral or dissatisfied
760,3,0,0,satisfied
2475,4,0,0,satisfied
393,5,1,0,satisfied
174,5,0,0,neutral or dissatisfied
337,1,32,11,neutral or dissatisfied
646,3,0,0,neutral or dissatisfied
362,3,14,15,satisfied
546,4,13,0,neutral or dissatisfied
3914,2,0,3,satisfied
641,5,17,27,neutral or dissatisfied
996,3,0,21,neutral or dissatisfied
3402,1,7,9,satisfied
2272,5,0,0,neutral or dissatisfied
444,3,52,26,neutral or dissatisfied
678,5,5,0,neutral or dissatisfied
1096,4,0,15,satisfied
562,2,25,37,satisfied
216,3,0,18,satisfied
3451,4,0,0,satisfied
3705,4,0,0,satisfied
989,4,0,0,neutral or dissatisfied
951,3,9,54,neutral or dissatisfied
1010,5,0,0,neutral or dissatisfied
1075,2,0,4,neutral or dissatisfied
370,1,74,61,neutral or dissatisfied
2254,2,0,7,satisfied
524,4,7,39,neutral or dissatisfied
3468,2,0,0,neutral or dissatisfied
231,3,0,0,neutral or dissatisfied
175,4,14,14,neutral or dissatisfied
1119,5,0,21,neutral or dissatisfied
534,2,0,13,neutral or dissatisfied
927,4,32,30,neutral or dissatisfied
1514,3,8,10,neutral or dissatisfied
1416,4,0,0,satisfied
460,0,0,12,neutral or dissatisfied
391,4,1,12,neutral or dissatisfied
1849,1,0,0,satisfied
872,3,0,0,neutral or dissatisfied
302,1,0,0,neutral or dissatisfied
986,5,0,0,neutral or dissatisfied
328,1,0,0,neutral or dissatisfied
187,5,52,57,neutral or dissatisfied
2061,4,0,0,satisfied
3650,2,0,0,neutral or dissatisfied
328,2,18,13,neutral or dissatisfied
140,4,0,10,satisfied
2229,5,69,59,satisfied
937,4,0,0,satisfied
1123,2,1,0,satisfied
1499,4,32,58,satisfied
3060,4,0,0,satisfied
1076,2,8,25,neutral or dissatisfied
972,3,0,0,satisfied
594,5,0,0,neutral or dissatisfied
2957,2,0,0,satisfied
624,1,14,21,neutral or dissatisfied
529,2,0,0,satisfied
319,2,0,0,satisfied
3514,2,3,6,neutral or dissatisfied
2660,2,0,0,satisfied
519,4,44,34,neutral or dissatisfied
1249,5,39,66,neutral or dissatisfied
160,3,0,5,satisfied
610,1,159,160,neutral or dissatisfied
265,4,0,27,satisfied
3813,1,4,0,satisfied
460,2,49,68,neutral or dissatisfied
1061,4,0,2,neutral or dissatisfied
1276,4,0,0,neutral or dissatisfied
2926,5,120,124,neutral or dissatisfied
2701,2,0,0,neutral or dissatisfied
853,1,33,34,satisfied
912,3,0,6,neutral or dissatisfied
1770,3,0,0,satisfied
3831,4,0,0,satisfied
651,4,0,0,satisfied
290,3,0,0,neutral or dissatisfied
965,2,0,0,neutral or dissatisfied
977,5,40,31,satisfied
201,1,0,1,satisfied
174,2,0,0,neutral or dissatisfied
407,0,0,0,neutral or dissatisfied
1235,1,0,0,neutral or dissatisfied
677,4,108,101,satisfied
3661,4,67,55,satisfied
73,1,0,0,satisfied
1671,1,39,40,neutral or dissatisfied
1119,5,3,0,neutral or dissatisfied
1773,4,0,0,satisfied
3258,4,0,0,satisfied
574,2,0,3,satisfied
334,5,0,0,neutral or dissatisfied
607,5,0,8,neutral or dissatisfied
2713,1,9,15,satisfied
624,4,0,0,satisfied
3731,1,0,0,satisfied
1024,4,98,95,neutral or dissatisfied
2470,3,17,8,satisfied
447,2,8,1,neutral or dissatisfied
806,1,0,0,neutral or dissatisfied
2092,0,4,0,neutral or dissatisfied
216,0,0,2,neutral or dissatisfied
325,0,3,0,satisfied
356,5,0,0,satisfied
482,4,0,0,satisfied
819,3,0,0,satisfied
1671,2,0,4,neutral or dissatisfied
438,3,0,0,neutral or dissatisfied
473,5,1,0,satisfied
731,2,1,0,neutral or dissatisfied
305,3,0,0,satisfied
484,1,0,0,neutral or dissatisfied
1084,5,0,12,neutral or dissatisfied
405,1,0,0,satisfied
406,5,3,12,neutral or dissatisfied
304,4,0,11,neutral or dissatisfied
3190,5,0,0,satisfied
158,5,1,0,satisfied
650,2,76,78,neutral or dissatisfied
816,5,0,4,satisfied
621,4,0,0,neutral or dissatisfied
846,4,24,14,neutral or dissatisfied
300,4,0,0,satisfied
479,0,13,11,satisfied
1724,1,10,0,satisfied
550,4,78,75,satisfied
268,0,0,0,neutral or dissatisfied
1400,3,54,48,satisfied
1604,5,0,0,satisfied
669,4,0,0,neutral or dissatisfied
1872,2,0,0,satisfied
829,2,3,0,satisfied
404,3,12,8,neutral or dissatisfied
861,5,3,14,neutral or dissatisfied
731,2,0,0,satisfied
293,5,0,26,neutral or dissatisfied
199,2,38,29,neutral or dissatisfied
341,4,0,0,satisfied
406,1,0,0,satisfied
197,4,28,33,neutral or dissatisfied
679,4,5,0,neutral or dissatisfied
566,3,1,18,neutral or dissatisfied
227,5,10,17,satisfied
1678,2,49,20,satisfied
109,5,0,0,neutral or dissatisfied
1416,0,0,0,neutral or dissatisfied
3081,2,11,9,satisfied
964,1,0,0,neutral or dissatisfied
1104,3,1,0,neutral or dissatisfied
490,4,0,0,neutral or dissatisfied
563,4,5,0,satisfied
2797,3,0,0,neutral or dissatisfied
651,1,29,15,neutral or dissatisfied
369,4,0,2,neutral or dissatisfied
781,2,141,135,neutral or dissatisfied
2085,1,37,23,satisfied
772,3,25,49,neutral or dissatisfied
946,4,0,0,neutral or dissatisfied
1747,2,11,6,neutral or dissatisfied
964,4,0,0,neutral or dissatisfied
925,3,0,9,neutral or dissatisfied
1346,2,0,0,satisfied
235,5,0,0,neutral or dissatisfied
406,0,0,0,neutral or dissatisfied
356,0,0,0,neutral or dissatisfied
616,3,88,83,neutral or dissatisfied
867,5,0,5,neutral or dissatisfied
299,1,0,0,satisfied
175,4,19,8,satisfied
338,4,27,30,neutral or dissatisfied
667,1,61,58,neutral or dissatisfied
666,5,9,0,satisfied
462,4,0,0,neutral or dissatisfied
308,4,45,40,neutral or dissatisfied
550,5,0,0,neutral or dissatisfied
3447,5,0,10,neutral or dissatisfied
388,4,0,0,neutral or dissatisfied
2069,4,23,4,satisfied
199,5,283,305,satisfied
351,2,0,0,neutral or dissatisfied
2911,2,25,16,satisfied
1546,4,0,0,neutral or dissatisfied
760,2,65,58,neutral or dissatisfied
402,5,0,4,neutral or dissatisfied
135,2,2,65,neutral or dissatisfied
3032,1,12,0,satisfied
304,3,0,0,neutral or dissatisfied
1862,3,11,0,neutral or dissatisfied
616,5,31,42,neutral or dissatisfied
265,4,35,25,neutral or dissatisfied
909,1,24,10,neutral or dissatisfied
3446,5,0,0,satisfied
997,4,0,0,satisfied
370,2,0,5,neutral or dissatisfied
2811,3,0,0,satisfied
696,5,0,0,neutral or dissatisfied
825,5,0,0,satisfied
1242,4,0,0,neutral or dissatisfied
188,5,19,3,satisfied
2475,5,0,0,neutral or dissatisfied
812,2,7,5,satisfied
787,5,0,0,neutral or dissatisfied
787,2,5,0,neutral or dissatisfied
1197,1,0,0,neutral or dissatisfied
515,1,0,0,satisfied
503,5,0,7,satisfied
1980,5,0,0,satisfied
432,3,17,11,neutral or dissatisfied
2340,3,0,20,satisfied
1609,5,0,0,satisfied
304,2,19,49,neutral or dissatisfied
944,2,0,0,neutral or dissatisfied
399,1,0,0,satisfied
2468,4,12,17,neutral or dissatisfied
674,5,40,29,neutral or dissatisfied
239,2,0,0,neutral or dissatisfied
257,3,0,42,satisfied
383,4,0,1,satisfied
760,2,0,0,neutral or dissatisfied
1450,1,0,0,satisfied
228,2,8,0,neutral or dissatisfied
764,2,0,0,neutral or dissatisfied
1426,4,0,0,satisfied
1076,4,21,20,neutral or dissatisfied
581,2,3,2,neutral or dissatisfied
2086,3,96,99,satisfied
867,3,24,66,neutral or dissatisfied
395,5,3,1,satisfied
2729,2,13,6,satisfied
2586,1,91,109,neutral or dissatisfied
2496,2,0,28,neutral or dissatisfied
1009,1,0,1,satisfied
337,4,0,0,neutral or dissatisfied
3218,4,0,0,satisfied
387,5,0,0,neutral or dissatisfied
227,4,0,0,neutral or dissatisfied
160,4,4,1,neutral or dissatisfied
926,4,23,16,neutral or dissatisfied
4502,2,16,0,neutral or dissatisfied
546,5,0,0,satisfied
1076,3,20,3,satisfied
2330,4,0,0,neutral or dissatisfied
3243,2,0,0,satisfied
2056,3,5,0,neutral or dissatisfied
1014,2,25,9,neutral or dissatisfied
391,4,0,0,satisfied
484,2,0,0,satisfied
1173,5,0,0,neutral or dissatisfied
1310,4,5,29,neutral or dissatisfied
1730,4,11,8,satisfied
2245,3,5,2,satisfied
2800,4,8,2,neutral or dissatisfied
3666,2,0,0,satisfied
925,5,9,0,neutral or dissatisfied
1368,1,0,0,satisfied
534,5,0,0,neutral or dissatisfied
1728,5,0,0,satisfied
202,4,0,0,satisfied
228,4,0,0,neutral or dissatisfied
3975,3,0,0,satisfied
2451,5,0,0,neutral or dissatisfied
3844,2,0,3,satisfied
196,4,0,3,neutral or dissatisfied
3715,2,4,0,satisfied
812,2,0,0,neutral or dissatisfied
861,4,0,0,satisfied
584,5,0,0,neutral or dissatisfied
1525,2,0,0,satisfied
214,0,62,56,neutral or dissatisfied
337,2,0,0,neutral or dissatisfied
1299,4,0,6,neutral or dissatisfied
1021,5,0,16,neutral or dissatisfied
296,2,0,0,neutral or dissatisfied
1250,3,11,0,satisfied
3210,1,0,0,satisfied
468,2,9,7,neutral or dissatisfied
2153,5,4,22,satisfied
3201,4,0,3,satisfied
333,1,0,0,neutral or dissatisfied
2139,5,20,26,satisfied
936,3,0,0,satisfied
2182,2,9,0,satisfied
1346,2,0,3,satisfied
164,5,11,0,neutral or dissatisfied
1504,5,131,125,neutral or dissatisfied
1597,1,3,32,neutral or dissatisfied
2817,4,0,0,satisfied
1829,3,13,0,neutral or dissatisfied
192,1,13,12,satisfied
533,2,0,0,neutral or dissatisfied
1463,2,130,111,satisfied
3013,2,0,0,satisfied
277,2,0,0,satisfied
236,5,0,0,satisfied
3311,3,44,53,satisfied
528,4,0,0,neutral or dissatisfied
1972,3,7,29,satisfied
1576,1,4,37,neutral or dissatisfied
3267,2,0,0,satisfied
404,1,0,0,satisfied
967,5,35,24,neutral or dissatisfied
628,2,30,42,neutral or dissatisfied
1121,4,0,0,satisfied
1060,3,21,1,neutral or dissatisfied
3810,3,4,5,satisfied
158,0,1,0,neutral or dissatisfied
2105,3,0,0,neutral or dissatisfied
2434,1,4,5,neutral or dissatisfied
151,2,0,0,neutral or dissatisfied
1947,2,5,4,neutral or dissatisfied
1751,1,0,0,satisfied
141,3,0,0,neutral or dissatisfied
208,5,0,3,neutral or dissatisfied
295,0,0,0,satisfied
569,5,2,1,neutral or dissatisfied
352,5,0,0,neutral or dissatisfied
1416,3,0,2,satisfied
2556,4,0,0,neutral or dissatisfied
757,4,73,72,neutral or dissatisfied
427,5,0,0,satisfied
685,1,0,0,neutral or dissatisfied
1750,3,22,11,neutral or dissatisfied
994,1,0,0,neutral or dissatisfied
342,0,31,22,satisfied
1984,3,3,11,satisfied
1686,5,0,0,satisfied
990,2,35,32,neutral or dissatisfied
590,2,10,7,satisfied
2521,1,40,43,satisfied
937,4,0,0,neutral or dissatisfied
170,5,0,0,neutral or dissatisfied
1158,3,0,0,satisfied
1865,2,3,0,satisfied
997,4,12,8,neutral or dissatisfied
391,0,0,0,neutral or dissatisfied
404,5,0,0,satisfied
557,3,3,19,neutral or dissatisfied
2535,4,0,0,satisfied
630,1,0,1,satisfied
1506,4,28,22,neutral or dissatisfied
581,0,11,7,satisfied
1990,3,0,0,neutral or dissatisfied
462,2,28,29,neutral or dissatisfied
2043,0,0,0,satisfied
1124,2,0,0,satisfied
315,4,17,10,satisfied
224,2,0,0,satisfied
102,5,0,0,neutral or dissatisfied
762,2,0,0,neutral or dissatisfied
689,5,0,0,neutral or dissatisfied
3004,2,0,0,satisfied
437,2,0,0,neutral or dissatisfied
2304,5,0,0,satisfied
1056,2,42,27,satisfied
1072,4,0,0,satisfied
432,5,12,5,neutral or dissatisfied
307,5,47,52,neutral or dissatisfied
391,5,0,13,satisfied
3009,1,0,0,neutral or dissatisfied
3888,2,5,15,neutral or dissatisfied
479,0,0,0,neutral or dissatisfied
1050,3,6,54,neutral or dissatisfied
913,5,0,0,neutral or dissatisfied
2001,3,57,43,satisfied
2926,5,0,0,neutral or dissatisfied
819,2,14,0,neutral or dissatisfied
862,3,0,2,satisfied
300,2,248,250,neutral or dissatisfied
1533,2,8,34,neutral or dissatisfied
2313,1,0,8,satisfied
2700,5,13,0,satisfied
1384,4,0,0,neutral or dissatisfied
440,4,22,10,neutral or dissatisfied
1699,2,0,0,satisfied
338,4,44,21,neutral or dissatisfied
2398,4,3,4,satisfied
888,3,0,0,neutral or dissatisfied
404,4,16,8,neutral or dissatisfied
868,1,148,142,neutral or dissatisfied
3145,2,0,0,neutral or dissatisfied
481,4,25,31,neutral or dissatisfied
784,3,0,36,neutral or dissatisfied
508,5,13,4,neutral or dissatisfied
2738,3,0,0,satisfied
1147,2,0,0,neutral or dissatisfied
1345,1,0,20,neutral or dissatisfied
749,4,25,40,neutral or dissatisfied
1107,5,0,0,neutral or dissatisfied
1431,2,8,6,satisfied
835,4,0,0,neutral or dissatisfied
280,4,0,13,neutral or dissatisfied
438,3,0,2,neutral or dissatisfied
794,3,0,18,neutral or dissatisfied
338,4,0,0,satisfied
427,5,13,2,neutral or dissatisfied
333,3,0,0,satisfied
1237,5,0,11,neutral or dissatisfied
373,2,3,0,neutral or dissatisfied
1818,3,10,14,satisfied
551,3,6,3,neutral or dissatisfied
525,4,6,0,neutral or dissatisfied
565,0,0,0,neutral or dissatisfied
821,3,0,9,neutral or dissatisfied
216,1,0,0,satisfied
507,3,54,46,neutral or dissatisfied
588,4,0,0,neutral or dissatisfied
2248,3,17,19,satisfied
2292,5,0,0,satisfied
109,4,0,0,satisfied
1927,5,0,0,satisfied
191,4,0,0,satisfied
258,5,2,0,satisfied
1235,4,0,0,satisfied
1554,0,31,29,satisfied
813,4,0,0,neutral or dissatisfied
2513,3,0,0,neutral or dissatisfied
775,2,0,0,satisfied
441,4,54,45,satisfied
319,4,0,0,neutral or dissatisfied
980,2,0,0,neutral or dissatisfied
1452,4,0,0,neutral or dissatisfied
309,4,0,0,neutral or dissatisfied
762,3,125,106,neutral or dissatisfied
967,5,10,10,neutral or dissatisfied
578,4,0,42,neutral or dissatisfied
1562,3,5,8,satisfied
3659,5,0,0,satisfied
134,5,0,0,satisfied
666,5,0,0,neutral or dissatisfied
197,5,22,9,neutral or dissatisfied
521,5,0,16,satisfied
1042,1,0,0,neutral or dissatisfied
447,5,0,0,neutral or dissatisfied
536,3,0,0,neutral or dissatisfied
1372,4,0,0,neutral or dissatisfied
305,5,9,1,neutral or dissatisfied
2358,3,5,12,satisfied
628,2,4,5,neutral or dissatisfied
1069,1,0,33,neutral or dissatisfied
417,2,20,13,neutral or dissatisfied
371,5,0,0,satisfied
594,2,0,0,neutral or dissatisfied
641,5,0,0,neutral or dissatisfied
991,3,0,0,satisfied
327,0,9,6,neutral or dissatisfied
386,2,0,0,satisfied
1862,1,22,25,satisfied
3293,2,4,11,satisfied
2058,2,0,0,satisfied
2994,3,18,23,neutral or dissatisfied
874,2,0,0,neutral or dissatisfied
2237,1,0,0,neutral or dissatisfied
2123,5,0,0,satisfied
588,2,0,0,neutral or dissatisfied
182,4,0,0,neutral or dissatisfied
1372,4,0,0,satisfied
1416,4,0,0,neutral or dissatisfied
1072,5,0,0,neutral or dissatisfied
787,4,91,75,neutral or dissatisfied
488,0,22,17,neutral or dissatisfied
147,4,0,0,satisfied
3810,5,8,0,satisfied
236,4,6,0,neutral or dissatisfied
1874,2,6,16,neutral or dissatisfied
425,0,0,0,neutral or dissatisfied
216,4,0,9,neutral or dissatisfied
1670,5,19,18,neutral or dissatisfied
3332,3,23,22,satisfied
985,3,0,0,satisfied
3378,5,0,0,satisfied
491,2,6,0,neutral or dissatisfied
2704,4,3,0,satisfied
127,3,34,29,neutral or dissatisfied
102,0,0,0,neutral or dissatisfied
2992,1,0,0,satisfied
528,5,8,4,neutral or dissatisfied
3024,0,53,52,neutral or dissatisfied
888,5,168,165,satisfied
1598,4,0,0,neutral or dissatisfied
591,0,22,27,neutral or dissatisfied
2487,0,25,16,satisfied
2569,1,4,0,satisfied
2644,1,0,0,satisfied
802,2,0,0,satisfied
451,2,0,0,neutral or dissatisfied
214,2,0,11,neutral or dissatisfied
2071,4,24,54,neutral or dissatisfied
1416,2,0,0,satisfied
748,5,0,0,neutral or dissatisfied
2585,3,0,0,neutral or dissatisfied
230,5,0,0,satisfied
2673,2,17,27,satisfied
925,1,0,0,satisfied
1850,5,0,0,satisfied
3371,3,15,10,neutral or dissatisfied
467,5,0,5,neutral or dissatisfied
328,4,0,0,satisfied
1718,5,8,8,satisfied
2361,3,6,0,satisfied
451,4,0,0,neutral or dissatisfied
200,2,5,0,satisfied
1306,5,0,19,neutral or dissatisfied
2846,3,0,0,neutral or dissatisfied
2182,2,0,0,satisfied
1372,4,1,0,satisfied
1269,3,0,2,neutral or dissatisfied
391,0,2,0,neutral or dissatisfied
2342,1,0,0,satisfied
788,3,4,0,neutral or dissatisfied
1723,5,109,97,satisfied
362,4,1,0,neutral or dissatisfied
223,2,0,0,satisfied
1590,5,30,18,neutral or dissatisfied
802,4,19,13,satisfied
727,1,25,9,satisfied
2485,5,0,0,satisfied
1546,5,291,277,neutral or dissatisfied
1205,2,1,4,neutral or dissatisfied
1893,3,58,59,satisfied
319,2,0,6,neutral or dissatisfied
