Passenger_ID,Gender,Age,Online_Booking,Online_Boarding,CheckIn_Service,Dep_Arr_Time_Convenient,Gate_Location,Baggage_Handling,Onboard_Service,Seat_Comfort,Leg_Room,Cleanliness,Food_Drink,Inflight_Entertainment,Inflight_WiFi,Inflight_Service,Avg_Sat_Score,Customer_Sat
57193,Male,29,1,5,5,1,1,4,3,5,5,5,5,5,1,5,3.64,Neutral
74861,Male,59,2,2,3,1,3,2,1,1,5,1,1,1,2,3,2.00,Neutral
4055,Male,69,2,2,4,5,3,5,4,5,4,5,5,5,2,5,4.00,Satisfied
56773,Male,29,4,4,1,1,4,3,2,5,5,5,5,5,4,4,3.71,Neutral
16196,Male,23,4,4,2,3,1,3,4,1,4,1,1,1,4,1,2.43,Neutral
14466,Female,18,1,1,3,4,3,4,3,5,3,5,5,5,1,4,3.36,Neutral
124627,Female,16,2,2,2,2,3,3,4,1,5,1,1,1,2,3,2.29,Neutral
111967,Female,48,1,4,2,1,1,2,2,4,1,2,1,2,1,2,1.86,Dissatisfied
90431,Female,38,1,5,3,2,1,5,5,5,5,4,3,5,1,5,3.57,Neutral
84619,Female,53,1,4,3,1,1,3,3,3,3,3,5,3,3,3,2.79,Neutral
55070,Male,43,2,1,3,2,2,3,3,2,3,1,5,3,3,3,2.57,Neutral
118552,Male,29,2,2,3,2,1,5,3,5,4,4,4,4,2,5,3.29,Neutral
66979,Male,44,1,5,3,1,1,5,5,4,5,5,2,5,1,5,3.43,Neutral
89748,Male,65,1,1,5,4,2,5,4,1,3,1,1,1,1,5,2.50,Neutral
24028,Male,16,5,2,1,5,5,4,4,2,4,2,2,2,2,3,3.07,Neutral
63013,Female,37,1,2,4,1,1,3,4,2,5,2,2,2,2,4,2.50,Neutral
46615,Female,55,3,3,4,2,2,2,4,5,3,4,4,4,3,3,3.29,Neutral
44198,Male,17,2,2,4,5,1,4,5,3,3,3,3,3,2,4,3.14,Neutral
36489,Male,29,3,3,4,5,3,4,4,4,2,4,4,4,3,4,3.64,Neutral
4729,Female,44,4,5,3,4,4,4,4,5,5,3,5,4,4,4,4.14,Satisfied
84629,Female,58,2,4,5,4,1,4,4,5,2,4,3,4,2,4,3.43,Neutral
98012,Male,35,1,4,4,1,1,4,4,5,4,5,2,4,1,4,3.14,Neutral
13724,Male,35,3,1,1,3,3,4,4,5,4,1,5,4,3,4,3.21,Neutral
110402,Male,42,2,2,4,2,2,3,4,2,1,2,2,2,2,3,2.36,Neutral
56956,Male,51,3,1,1,3,3,1,1,1,2,1,1,2,1,4,1.79,Dissatisfied
66690,Male,41,3,1,1,2,2,2,2,1,3,1,1,1,1,2,1.64,Dissatisfied
45802,Male,46,4,2,5,4,4,4,2,2,5,2,2,2,2,1,2.93,Neutral
71621,Male,40,5,4,4,5,5,5,5,5,5,4,2,5,5,5,4.57,Satisfied
32769,Male,48,5,3,4,5,5,4,5,3,5,2,1,5,5,5,4.07,Satisfied
92255,Male,42,3,3,2,4,5,3,3,1,4,1,1,1,3,5,2.79,Neutral
87162,Male,36,2,2,5,2,3,5,4,2,3,2,2,2,2,4,2.86,Neutral
78259,Female,20,2,3,2,2,2,4,3,3,1,3,3,3,3,3,2.64,Neutral
108837,Female,7,4,4,5,5,3,3,1,5,1,5,5,5,4,4,3.86,Neutral
117526,Female,27,3,3,1,3,4,4,3,5,4,5,5,5,3,3,3.64,Neutral
113114,Male,60,2,2,4,1,2,1,4,2,5,2,2,2,2,2,2.36,Neutral
4194,Male,50,2,3,2,4,2,3,1,3,5,3,3,3,3,3,2.86,Neutral
116107,Male,24,3,3,3,5,3,5,3,1,5,1,1,1,3,5,3.00,Neutral
129277,Female,33,1,1,2,2,3,3,2,4,1,4,4,4,1,4,2.57,Neutral
86354,Female,42,3,4,3,3,3,4,4,4,5,3,2,4,3,4,3.50,Neutral
108498,Male,41,4,4,5,4,4,4,4,5,4,3,3,4,4,4,4.00,Satisfied
4894,Female,8,1,1,4,4,2,5,3,2,5,2,2,2,1,5,2.79,Neutral
28896,Male,23,4,4,2,4,3,1,5,3,3,3,3,3,4,4,3.29,Neutral
57604,Male,20,3,3,5,0,2,4,4,5,5,5,5,5,4,5,3.93,Neutral
96216,Female,22,3,2,4,3,3,3,3,3,1,2,2,2,2,3,2.57,Neutral
6744,Male,48,1,5,4,4,4,2,2,5,2,4,5,2,0,2,3.00,Neutral
54092,Female,31,2,2,4,3,4,4,3,5,4,5,5,5,2,5,3.79,Neutral
122550,Female,16,4,3,1,4,4,4,4,4,2,4,4,4,4,4,3.57,Neutral
87197,Male,43,5,5,4,5,5,5,5,4,5,4,3,5,5,5,4.64,Satisfied
120578,Male,35,4,5,3,4,4,4,4,4,4,3,3,4,4,4,3.86,Neutral
68423,Female,32,1,1,4,1,2,2,1,4,2,4,4,4,1,1,2.29,Neutral
122411,Female,21,3,4,5,3,4,3,4,5,2,5,5,5,4,4,4.00,Satisfied
914,Male,77,1,4,2,1,3,2,2,4,2,2,4,2,2,2,2.36,Neutral
63726,Female,43,2,3,3,2,2,5,5,1,5,2,2,5,2,5,3.14,Neutral
23026,Male,54,1,4,4,1,1,5,5,5,5,5,3,5,1,5,3.57,Neutral
39661,Female,44,2,4,3,5,3,1,1,5,2,5,5,1,2,1,2.86,Neutral
101770,Female,26,5,5,4,5,4,4,4,2,4,2,2,2,5,4,3.71,Neutral
23251,Male,34,2,3,2,3,3,3,3,2,3,2,4,3,3,3,2.79,Neutral
115469,Male,45,2,5,5,2,2,4,4,4,4,3,2,4,2,4,3.36,Neutral
8171,Male,53,3,4,4,3,3,5,5,5,5,5,4,5,3,5,4.21,Satisfied
48628,Female,70,3,4,5,3,3,5,4,4,4,4,2,4,3,4,3.71,Neutral
36098,Male,26,3,3,3,4,3,5,5,1,3,1,1,1,2,5,2.86,Neutral
116697,Female,22,1,2,2,1,1,4,2,1,5,2,2,2,2,3,2.14,Neutral
74377,Male,49,3,3,5,3,5,4,4,3,4,2,2,2,3,4,3.36,Neutral
110625,Female,32,2,2,2,4,4,2,1,3,2,3,3,3,3,3,2.64,Neutral
35395,Male,34,0,4,1,0,3,3,3,4,0,4,4,3,1,3,2.36,Neutral
34725,Female,29,1,4,3,1,1,3,1,4,2,4,4,4,1,3,2.57,Neutral
10460,Male,39,4,4,3,4,4,5,5,4,5,3,4,5,4,5,4.21,Satisfied
127036,Female,56,2,4,4,2,2,5,5,4,4,5,2,5,2,5,3.64,Neutral
22116,Male,39,1,1,3,1,4,1,2,3,1,3,3,3,1,1,2.00,Neutral
51684,Male,25,4,3,2,4,4,4,1,3,2,3,3,3,3,3,3.00,Neutral
90354,Male,42,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4.93,Satisfied
114844,Male,56,1,5,5,1,1,5,5,4,5,3,2,5,1,5,3.43,Neutral
4760,Female,35,1,5,5,1,1,4,4,4,4,5,4,4,1,4,3.36,Neutral
124985,Male,41,2,4,5,2,2,5,4,4,4,3,2,4,2,4,3.36,Neutral
108768,Female,50,4,4,3,4,4,4,4,5,5,3,3,4,4,4,3.93,Neutral
87389,Female,55,2,4,4,2,2,5,5,4,5,4,2,5,2,5,3.64,Neutral
32800,Female,65,3,2,3,3,3,3,5,4,5,2,2,5,3,5,3.43,Neutral
69547,Female,33,4,2,2,4,4,5,2,2,4,2,2,4,4,3,3.14,Neutral
78090,Female,68,2,4,4,0,4,1,1,5,2,5,4,1,2,1,2.57,Neutral
76399,Male,49,2,2,4,5,3,5,3,5,3,5,5,5,2,4,3.79,Neutral
78320,Female,56,4,4,1,4,4,3,3,3,2,3,3,3,3,3,3.07,Neutral
63284,Male,37,3,2,4,5,5,4,4,1,4,4,5,4,4,4,3.79,Neutral
122502,Male,45,3,5,4,3,3,4,4,5,4,5,4,4,3,4,3.93,Neutral
128288,Male,56,3,5,3,3,3,3,3,4,3,5,4,3,3,3,3.43,Neutral
103913,Male,53,2,4,5,2,2,5,5,4,5,5,3,5,2,5,3.86,Neutral
42505,Female,66,2,5,3,4,1,5,5,4,2,4,5,5,2,5,3.71,Neutral
70341,Female,56,3,3,3,1,3,3,3,5,4,5,5,5,3,3,3.50,Neutral
62891,Male,18,2,4,5,2,2,5,5,4,2,4,4,4,2,5,3.57,Neutral
44133,Male,40,2,2,3,0,3,4,3,4,3,4,4,4,2,5,3.07,Neutral
128222,Male,44,2,3,4,2,2,3,1,3,3,3,3,3,3,4,2.79,Neutral
62223,Female,68,5,4,2,2,3,3,3,3,5,3,1,3,5,3,3.21,Neutral
88049,Male,31,1,4,4,1,1,4,5,3,5,3,3,3,1,5,3.07,Neutral
75114,Male,59,5,3,5,5,5,5,5,4,5,3,5,5,5,5,4.64,Satisfied
71426,Female,22,3,3,4,0,4,4,3,4,5,4,4,4,4,4,3.57,Neutral
40618,Female,34,2,2,3,5,4,3,4,2,2,2,2,2,2,4,2.79,Neutral
48288,Female,60,1,5,4,1,1,4,4,3,4,3,5,4,1,4,3.14,Neutral
295,Female,54,4,2,3,1,2,4,4,2,4,3,3,4,4,4,3.14,Neutral
28693,Male,46,3,5,4,3,3,5,5,3,5,1,4,5,3,5,3.86,Neutral
61398,Female,30,1,1,3,1,2,2,2,2,3,4,4,4,2,2,2.36,Neutral
46460,Male,56,4,4,5,1,1,4,5,4,5,3,5,5,1,5,3.71,Neutral
127606,Female,58,4,4,5,4,4,5,5,4,4,4,3,5,4,5,4.29,Satisfied
96893,Female,69,1,4,1,4,4,4,4,4,1,1,3,4,1,4,2.86,Neutral
27811,Female,31,4,5,1,4,4,4,5,5,2,5,5,5,4,4,4.07,Satisfied
87090,Female,30,0,0,1,0,1,3,4,4,5,4,4,4,0,4,2.43,Neutral
123673,Male,58,5,3,2,5,5,3,2,3,2,3,3,2,3,2,3.07,Neutral
58747,Male,20,2,2,3,2,3,5,5,5,5,2,2,2,2,5,3.21,Neutral
113290,Male,33,4,5,3,4,4,5,4,5,4,5,5,5,4,5,4.43,Satisfied
24031,Female,43,3,3,3,5,3,5,5,5,5,2,5,5,5,5,4.21,Satisfied
89265,Male,23,4,4,4,4,4,5,5,5,2,5,5,5,4,4,4.29,Satisfied
83527,Male,27,2,2,3,4,3,3,3,1,2,1,1,1,2,4,2.29,Neutral
28609,Female,36,3,4,4,3,3,4,4,3,4,5,2,4,3,4,3.57,Neutral
48153,Male,55,1,3,1,1,1,4,4,3,4,1,4,4,4,4,2.79,Neutral
117627,Male,45,1,1,3,5,2,5,3,5,2,5,5,5,1,5,3.43,Neutral
120586,Male,49,2,3,2,2,2,3,4,4,4,4,4,4,3,3,3.14,Neutral
81604,Male,36,4,1,1,4,4,3,2,1,4,1,2,1,1,4,2.36,Neutral
75019,Female,53,2,3,4,2,2,5,5,3,4,3,2,5,5,5,3.57,Neutral
37042,Male,74,4,4,2,4,4,3,2,4,4,4,4,4,4,4,3.64,Neutral
69879,Female,27,1,2,5,1,1,5,5,2,4,2,2,2,1,4,2.64,Neutral
82212,Male,49,1,5,5,4,4,4,4,5,4,4,4,4,4,4,4.00,Satisfied
70140,Female,69,4,5,2,4,2,1,1,3,4,5,1,1,4,1,2.71,Neutral
69274,Female,49,2,5,5,5,2,3,3,5,2,5,2,3,2,3,3.36,Neutral
81097,Male,57,2,4,4,2,2,4,4,5,4,3,4,4,2,4,3.43,Neutral
62102,Female,18,3,3,2,5,4,5,2,5,2,4,4,4,3,1,3.36,Neutral
41261,Female,44,3,3,3,2,3,1,1,3,3,1,2,1,3,1,2.14,Neutral
61293,Female,7,2,2,3,5,1,5,4,5,3,5,5,5,2,5,3.71,Neutral
44746,Female,39,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3.21,Neutral
7718,Male,27,1,1,4,1,2,4,4,3,4,3,3,3,0,5,2.71,Neutral
104862,Female,38,5,2,3,5,5,4,1,2,3,2,2,2,2,4,3.00,Neutral
110288,Female,46,4,4,4,4,4,5,2,4,5,4,4,4,4,3,3.93,Neutral
105846,Female,11,2,3,2,3,2,3,4,4,2,3,3,3,3,3,2.86,Neutral
42333,Female,33,2,2,5,5,1,5,5,2,5,4,4,4,2,5,3.64,Neutral
42681,Female,34,4,2,3,4,4,4,4,2,4,1,5,4,4,4,3.50,Neutral
93235,Male,32,4,4,3,4,4,4,5,4,2,4,4,4,4,3,3.79,Neutral
61199,Male,27,1,5,5,1,1,4,5,5,5,5,5,5,1,4,3.71,Neutral
62720,Female,25,2,5,5,3,3,4,5,5,5,5,5,3,3,5,4.14,Satisfied
98345,Male,49,1,5,4,1,1,2,2,4,2,4,4,2,1,2,2.50,Neutral
116418,Male,63,4,4,3,5,4,5,3,2,3,2,2,2,3,4,3.29,Neutral
116352,Female,17,2,2,5,5,2,4,5,3,4,3,3,3,2,4,3.36,Neutral
58465,Male,67,4,4,2,4,3,3,1,1,3,1,1,1,4,3,2.50,Neutral
83841,Male,31,4,4,5,4,5,5,4,1,2,2,2,2,4,4,3.43,Neutral
26833,Female,55,1,2,4,1,1,5,5,1,5,5,5,5,5,5,3.57,Neutral
60541,Female,69,3,5,3,5,4,3,2,4,3,5,5,2,3,2,3.50,Neutral
119591,Female,43,4,3,1,4,4,4,4,4,4,2,3,4,4,4,3.50,Neutral
119274,Female,42,5,5,4,2,2,4,5,5,5,3,4,5,2,5,4.00,Satisfied
61784,Female,64,2,4,4,4,3,3,3,4,2,5,5,3,2,3,3.36,Neutral
54330,Female,20,2,2,4,5,4,4,3,2,5,2,2,2,2,4,3.07,Neutral
72764,Male,23,4,5,5,4,4,4,4,5,3,5,5,5,4,4,4.36,Satisfied
68657,Female,38,5,3,1,5,5,4,1,3,1,1,3,1,4,1,2.71,Neutral
70097,Female,42,3,4,4,3,3,4,4,4,4,4,3,4,3,4,3.64,Neutral
10976,Female,43,3,3,1,3,3,1,1,4,2,1,4,1,2,1,2.14,Neutral
49805,Male,37,1,1,2,4,3,4,1,3,3,3,3,3,1,3,2.50,Neutral
32797,Male,37,3,3,3,0,1,5,3,3,5,3,3,3,3,1,2.79,Neutral
33790,Female,33,2,2,5,5,1,5,3,4,5,4,4,4,2,2,3.43,Neutral
62387,Male,30,4,4,2,4,4,4,2,4,4,4,4,4,4,4,3.71,Neutral
40969,Female,36,2,2,4,5,3,5,1,4,5,4,4,4,2,3,3.43,Neutral
19584,Male,56,3,3,4,3,4,4,1,1,3,4,4,4,3,3,3.14,Neutral
80890,Female,43,3,2,1,2,3,3,3,4,3,4,2,3,3,3,2.79,Neutral
17739,Male,37,3,3,4,4,4,3,1,3,2,3,3,3,3,4,3.07,Neutral
18807,Male,41,1,5,5,1,1,1,5,5,1,5,5,5,5,1,3.29,Neutral
1346,Male,58,5,4,4,5,5,5,4,5,4,5,3,4,5,4,4.43,Satisfied
54874,Female,22,1,2,2,5,5,4,3,1,3,2,2,2,2,3,2.64,Neutral
52813,Male,12,4,4,1,4,3,2,2,4,5,4,4,4,4,3,3.43,Neutral
32681,Female,33,2,2,2,0,1,5,4,2,2,2,2,2,2,1,2.07,Neutral
125601,Female,27,3,3,5,4,3,4,4,4,2,2,2,2,3,4,3.21,Neutral
112528,Female,18,2,2,5,4,4,4,5,1,3,1,1,1,2,5,2.86,Neutral
52965,Male,30,3,2,2,3,3,2,4,2,2,2,3,1,3,1,2.36,Neutral
63757,Female,13,3,3,5,4,1,5,3,2,4,2,2,2,3,5,3.14,Neutral
2888,Female,14,2,2,3,1,3,3,4,5,3,3,3,3,2,2,2.79,Neutral
101210,Male,65,1,1,5,5,2,4,5,2,4,2,2,2,1,4,2.86,Neutral
99704,Female,43,2,2,1,2,2,1,1,4,1,3,1,1,1,1,1.64,Dissatisfied
62406,Female,31,4,4,3,4,1,4,3,3,5,3,3,3,4,5,3.50,Neutral
69302,Female,39,2,3,4,2,2,2,2,3,2,4,5,2,2,2,2.64,Neutral
19812,Male,38,5,3,1,5,5,4,2,3,4,3,3,3,3,5,3.50,Neutral
82650,Male,26,3,3,3,5,2,5,5,4,4,2,2,2,2,4,3.29,Neutral
9410,Female,22,3,3,2,3,4,3,1,1,3,5,5,5,3,3,3.14,Neutral
8067,Female,23,5,5,5,0,4,5,3,3,3,3,3,3,4,4,3.57,Neutral
92872,Female,42,0,5,4,4,4,5,4,4,5,3,2,4,0,4,3.43,Neutral
28086,Male,43,2,1,4,2,2,4,4,3,4,1,2,4,2,4,2.79,Neutral
43819,Female,25,4,4,5,4,4,4,5,4,2,4,4,4,4,5,4.07,Satisfied
40880,Female,11,2,2,3,2,4,4,4,1,2,1,1,1,2,4,2.36,Neutral
11982,Male,33,2,5,2,1,2,5,4,5,4,5,5,5,2,5,3.71,Neutral
129821,Female,62,4,4,4,5,3,5,5,4,4,4,2,5,2,5,4.00,Satisfied
388,Male,69,3,4,3,3,3,4,4,4,4,3,3,4,3,4,3.50,Neutral
70564,Female,30,4,4,3,4,5,1,3,3,3,3,3,3,3,5,3.36,Neutral
44540,Male,49,0,0,2,2,4,4,1,2,2,2,2,2,0,4,1.93,Dissatisfied
17216,Male,7,2,2,2,3,4,1,4,1,4,1,1,1,3,1,2.14,Neutral
70448,Female,10,0,0,5,4,2,5,4,5,4,5,5,5,3,5,3.71,Neutral
27067,Female,27,2,2,1,2,4,4,4,5,1,5,5,5,2,2,3.14,Neutral
69559,Male,28,1,4,4,1,1,5,2,4,3,4,4,3,1,3,2.86,Neutral
73074,Male,39,4,4,4,4,4,3,3,5,3,3,5,3,4,3,3.71,Neutral
44146,Male,17,3,3,3,5,4,1,2,4,4,4,4,4,3,5,3.50,Neutral
10380,Female,46,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4.21,Satisfied
91135,Female,51,2,5,3,5,5,5,5,5,2,3,5,5,2,5,4.07,Satisfied
92381,Female,32,4,4,4,4,1,3,5,5,4,5,5,5,4,5,4.14,Satisfied
22334,Female,23,1,1,4,1,3,3,1,5,1,5,5,5,1,3,2.79,Neutral
48173,Female,49,1,5,3,1,1,4,4,5,4,3,1,4,4,4,3.14,Neutral
88964,Male,25,2,2,3,2,5,4,4,5,4,5,5,5,3,5,3.86,Neutral
38963,Male,8,2,2,3,4,1,5,3,1,3,1,1,1,2,5,2.43,Neutral
74384,Male,46,3,4,5,3,3,4,4,4,4,4,3,4,3,4,3.71,Neutral
66608,Female,46,3,1,1,4,3,1,1,5,3,2,1,1,3,1,2.14,Neutral
66014,Male,37,3,3,4,3,3,5,4,1,4,1,1,1,3,4,2.86,Neutral
89379,Male,49,4,4,4,5,5,4,4,5,4,5,4,4,5,4,4.36,Satisfied
102406,Female,33,1,1,3,5,4,4,3,3,2,3,3,3,1,5,2.93,Neutral
2783,Female,52,1,5,4,1,1,5,5,5,5,3,3,5,1,5,3.50,Neutral
38324,Male,52,3,4,1,4,3,1,4,3,3,1,1,4,2,4,2.71,Neutral
126059,Female,41,1,4,4,1,1,5,5,5,5,5,4,5,1,5,3.64,Neutral
53804,Male,50,5,4,5,5,5,2,4,4,3,4,4,4,4,1,3.86,Neutral
75042,Female,42,0,4,2,4,3,5,5,3,0,2,2,5,4,5,3.14,Neutral
37065,Male,41,3,3,4,2,2,5,5,5,5,5,4,5,2,5,3.93,Neutral
122929,Male,46,2,4,3,2,2,4,4,5,4,3,5,4,2,4,3.43,Neutral
100721,Male,56,1,4,4,1,1,5,5,4,5,5,4,5,1,5,3.57,Neutral
127650,Male,54,4,5,5,4,4,3,4,1,4,1,1,1,5,5,3.36,Neutral
12577,Female,26,5,0,3,0,1,1,5,4,4,4,4,4,5,1,2.93,Neutral
90636,Male,40,3,4,1,3,3,2,2,3,2,4,2,2,2,2,2.50,Neutral
68748,Male,22,0,5,5,0,3,4,2,5,4,5,0,4,1,4,3.00,Neutral
67739,Male,49,1,2,2,1,1,4,4,3,3,4,4,4,4,4,2.93,Neutral
117608,Female,55,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4.93,Satisfied
122158,Female,52,5,5,3,5,5,4,4,5,4,3,2,4,5,4,4.14,Satisfied
111707,Female,54,1,3,3,1,1,1,1,4,1,4,5,1,1,1,2.00,Neutral
113912,Female,38,1,5,4,1,1,4,4,4,4,4,4,4,1,4,3.21,Neutral
26370,Male,28,5,1,1,5,5,4,4,1,4,1,1,1,1,3,2.64,Neutral
81996,Female,51,3,4,3,3,3,5,5,5,5,5,2,5,3,5,4.00,Satisfied
76938,Female,41,1,4,5,1,1,5,5,5,5,4,2,5,1,5,3.50,Neutral
36376,Female,26,1,1,3,0,2,5,1,5,5,5,5,5,2,3,3.07,Neutral
117347,Female,43,3,4,5,3,3,5,5,4,5,3,5,5,3,5,4.14,Satisfied
44143,Male,53,3,3,5,4,4,5,4,3,5,5,5,5,3,5,4.21,Satisfied
24327,Male,26,5,3,3,5,5,4,1,3,5,3,3,3,3,4,3.57,Neutral
92952,Male,25,2,2,3,4,3,4,3,1,4,5,5,5,3,5,3.50,Neutral
91703,Male,41,2,4,3,3,3,4,4,4,4,5,4,4,3,4,3.64,Neutral
40283,Female,11,5,5,5,4,2,4,5,4,3,4,4,4,1,4,3.86,Neutral
127020,Female,51,5,5,4,5,5,5,5,4,5,3,2,5,5,5,4.50,Satisfied
23587,Female,54,3,1,3,2,3,4,4,4,4,5,3,4,3,4,3.36,Neutral
128355,Male,25,3,3,3,0,5,4,3,2,3,2,2,2,3,4,2.79,Neutral
26851,Male,61,5,5,3,5,5,4,4,5,2,4,4,4,5,4,4.21,Satisfied
114495,Male,46,4,5,5,4,4,4,4,5,4,4,5,4,4,4,4.29,Satisfied
101975,Male,58,2,2,4,4,3,4,4,5,2,5,5,5,2,4,3.64,Neutral
487,Male,23,0,0,3,5,2,4,4,2,4,2,2,2,0,4,2.43,Neutral
66130,Female,55,2,4,4,2,4,3,5,4,2,3,5,5,2,5,3.57,Neutral
788,Female,30,2,2,1,2,4,4,4,2,4,2,2,2,1,4,2.57,Neutral
66262,Male,34,1,1,5,4,2,5,3,3,4,3,3,3,1,4,3.00,Neutral
77310,Male,35,1,5,3,1,1,5,5,5,5,5,4,5,1,5,3.64,Neutral
104849,Male,59,3,4,3,0,4,1,1,5,3,3,4,1,3,1,2.57,Neutral
105375,Female,51,5,4,4,3,3,4,4,4,4,5,2,4,3,4,3.79,Neutral
57943,Female,52,4,4,5,5,3,4,5,4,4,4,2,5,4,5,4.14,Satisfied
5596,Female,54,5,4,4,2,2,4,4,4,4,5,3,4,2,4,3.64,Neutral
117875,Female,24,4,4,5,0,3,4,4,1,5,1,1,1,4,4,2.93,Neutral
83570,Female,24,5,5,4,5,3,5,4,4,5,4,4,4,5,4,4.36,Satisfied
15088,Female,62,1,3,4,1,1,2,2,4,2,3,3,2,2,2,2.29,Neutral
2643,Male,30,1,2,4,1,1,5,3,2,5,2,2,2,1,5,2.57,Neutral
31254,Male,12,2,2,5,4,4,5,5,5,2,5,5,5,2,4,3.93,Neutral
3452,Male,10,2,2,5,5,4,5,3,2,2,3,3,3,4,4,3.36,Neutral
32733,Female,47,2,4,4,2,2,2,3,4,3,3,2,3,2,3,2.79,Neutral
51074,Male,27,2,2,5,5,2,2,5,4,4,4,4,4,2,1,3.29,Neutral
102219,Male,23,3,3,3,0,5,5,4,4,3,4,4,4,4,4,3.57,Neutral
1325,Male,39,5,5,3,5,5,5,4,4,4,5,3,4,5,4,4.36,Satisfied
8382,Male,61,3,3,5,4,2,5,5,4,2,4,4,4,3,5,3.79,Neutral
19030,Male,53,1,1,1,2,3,3,1,1,3,1,1,1,2,2,1.64,Dissatisfied
90228,Female,54,1,3,1,1,1,2,2,4,2,2,2,2,2,2,1.93,Dissatisfied
129689,Male,49,2,5,4,2,2,4,4,4,4,3,2,4,2,4,3.29,Neutral
19201,Female,29,3,3,4,5,2,3,2,5,5,5,5,5,3,5,3.93,Neutral
57075,Male,34,4,4,1,1,2,2,4,4,1,4,4,4,4,3,3.00,Neutral
65881,Female,50,3,4,4,3,3,3,3,3,3,4,1,3,3,3,3.07,Neutral
121450,Female,22,1,4,1,1,1,4,1,4,4,4,4,4,4,4,2.93,Neutral
34752,Female,27,1,1,1,2,2,2,3,3,3,3,3,3,1,2,2.14,Neutral
25706,Female,36,3,1,2,1,1,5,5,1,5,5,2,5,1,5,3.00,Neutral
231,Female,47,1,5,3,1,1,5,4,4,4,3,5,4,1,4,3.21,Neutral
57291,Male,28,5,5,4,4,3,1,2,4,4,4,4,4,5,4,3.79,Neutral
34049,Female,40,2,5,4,2,2,5,2,4,3,4,4,4,4,5,3.57,Neutral
81899,Male,28,1,2,2,1,1,2,4,2,2,2,2,2,2,2,1.93,Dissatisfied
22988,Male,7,3,3,4,2,4,3,4,3,2,3,3,3,2,4,3.07,Neutral
22377,Male,22,3,3,3,1,4,4,5,3,4,3,3,3,3,1,3.07,Neutral
95254,Female,53,2,3,4,5,1,1,1,1,2,4,3,1,2,1,2.21,Neutral
49691,Female,59,1,3,3,1,1,2,1,4,1,4,2,1,2,1,1.93,Dissatisfied
47952,Male,29,1,1,5,4,5,4,4,2,4,2,2,2,1,4,2.93,Neutral
75741,Male,25,2,3,2,3,3,3,2,2,1,2,2,2,2,3,2.29,Neutral
95427,Male,41,1,4,3,1,1,5,5,4,5,4,3,5,1,5,3.36,Neutral
63855,Female,56,3,4,5,3,3,5,5,5,5,4,5,5,3,5,4.29,Satisfied
100081,Female,35,2,2,5,4,3,4,5,4,2,3,3,3,2,4,3.29,Neutral
120130,Female,30,3,3,3,3,4,4,1,2,3,2,2,2,3,3,2.71,Neutral
64610,Female,31,2,4,4,4,4,5,3,4,4,4,4,4,4,5,3.93,Neutral
54017,Male,21,5,5,2,4,4,2,5,4,2,4,4,4,4,4,3.79,Neutral
48881,Male,45,4,2,3,4,4,2,3,2,5,2,2,2,2,2,2.79,Neutral
114216,Male,48,3,3,1,3,3,1,1,4,1,3,3,1,1,1,2.07,Neutral
34533,Male,23,1,2,3,5,5,3,4,2,5,2,2,2,2,4,3.00,Neutral
64847,Male,46,4,4,4,5,5,3,3,3,3,3,5,3,3,3,3.64,Neutral
126462,Male,51,2,3,3,2,2,4,4,5,4,3,2,4,2,4,3.14,Neutral
36633,Female,23,2,2,2,2,4,3,1,1,3,1,1,1,2,3,2.00,Neutral
46373,Female,59,5,3,1,5,5,4,4,3,4,2,5,4,4,4,3.79,Neutral
93744,Female,21,4,4,4,2,3,4,5,3,5,3,3,3,4,5,3.71,Neutral
74080,Male,45,2,5,5,3,3,5,5,4,5,5,4,5,3,5,4.21,Satisfied
13471,Male,31,0,0,1,0,1,1,5,5,4,5,5,5,0,5,2.64,Neutral
125618,Female,70,4,5,4,0,3,5,5,5,4,3,2,5,4,5,3.86,Neutral
53183,Female,39,2,4,2,4,4,1,4,4,1,4,4,4,4,3,3.21,Neutral
11357,Male,32,2,2,5,4,3,3,5,1,4,1,1,1,4,4,2.86,Neutral
59509,Female,9,2,2,4,2,3,4,5,2,3,2,2,2,2,4,2.79,Neutral
120705,Female,64,1,5,4,4,2,5,3,4,1,4,2,3,1,3,3.00,Neutral
78724,Female,37,3,5,5,3,3,5,5,4,5,3,3,5,3,5,4.07,Satisfied
118070,Female,15,1,1,4,3,4,4,1,5,2,5,5,5,1,3,3.14,Neutral
12406,Female,16,3,3,3,2,3,4,1,3,2,3,3,3,3,4,2.86,Neutral
90523,Male,27,4,4,5,4,5,5,5,2,3,2,2,2,4,4,3.64,Neutral
84930,Female,54,4,4,1,4,4,5,5,4,4,4,4,5,4,5,4.07,Satisfied
112529,Female,60,2,5,4,5,4,2,2,4,2,3,4,2,2,2,3.07,Neutral
101799,Male,19,2,3,4,2,2,4,1,3,4,3,3,3,3,4,2.93,Neutral
75110,Female,24,2,5,5,2,2,5,5,5,2,5,5,5,2,5,3.93,Neutral
79448,Female,58,5,4,5,4,4,4,4,5,4,5,3,4,4,4,4.21,Satisfied
61897,Male,11,2,2,3,4,3,4,1,1,1,1,1,1,2,4,2.14,Neutral
